id,video_id,author,text,abusive
UgjcuScXoeg-tXgCoAEC,xZUzfzTLD4U,Pavlo Podobko,слава украині мняу мняв героям слава хрю хрю ,False
Ugj3B_m1wEzB-ngCoAEC,T6IbEIBhb8o,Alex t,ну и чо делать теперь в банках бабло не дают банкоматы выключены ,False
UgiIgL6tC4CS1ngCoAEC,4J7XczzwekA,александр стариков,если начнут вас пи ть киевляне будите пишкы драпать аж за карпаты до своих хазяев какие уж не раз отсюда бегали историю учить надо было ,False
UggpzOiaEtteP3gCoAEC,KLugDbnOhws,Юрий Шувалов,бьют людей на счет людей он это очень сильно преувеличил ,False
Ugg-8Yak2GTI9HgCoAEC,zCmV4dX5tgs,MSLesnik77,мразь соловьев круто раскрыл в конце передачи сущность хакабляди ,True
Ugi967OxeZ4L2ngCoAEC,wObv3OVPk30,ЭКУ Москва,только больной может это постить или не больной а мозгодел подтасовывающий понятия видос поставлен что бы вы клонировали свою ненависть а завтра ею воспользуются все теже кто срежессировал кровавый майдан ,False
UgjCDiWZTPQ5V3gCoAEC,zCmV4dX5tgs,bybykaki,по поводу востока кто не в курсе добыча угля всегда дотировалось из бюджета государства это значит что тонна угля стоит очень мало чтоб оплатить труд шахтёра то есть шахтёрам из бюджета всегда доплачивалось не только из продажи угля а и из бюджета который пополняет вся страна включая запад прото все резко забыли про середину х когда люди на донбасе сами добывали уголь но его стоимость настолько мала что не хватало чтоб даже минимально себя обеспечить так что без западной и центральной украине донбас никто и ни что большинство предприятий давно работают на газе только котельные используют уголь в англии теччер не зря закрыла в своё время все шахты потому что именно они высасывали деньги из бюджета страны не окупаясь своим продуктом и англия закупала уголь в других странах где была более дешевая технология добыча кажется открытым методом ,False
Ugj1_mtcgrBwwXgCoAEC,t8u6l6BNEb0,dlineyskas,мусора пидарасы ,True
Ugh4UT7wmO744HgCoAEC.7-H0Z7-LsRk70BgdpZIpBo,k2U81Kw9Km0,Sergey Porhal,только когда у вас что то случится так вы сразу к ментам а тут прям гейрои привет из бердянска ,False
UggckYu49Q3_pXgCoAEC,zCmV4dX5tgs,Александр Павленко,ирина при всем моём уважении и моей любви к японцам вы самый отвратительный их представитель вас в правительстве меньшинство потому что вы истеричка зацикленная на противоположенной позиции от рационально и логически правильной объясню вы суете руку в мясорубку и думаете что на самом деле может так будет правильнее может на самом деле надо туда её засовывать в обход инстинкту самосохранения и в обход логики когда эта мысль приходит в голову а не просто остаться бездейственным я делаю для государства намного больше чем вы я соблюдаю базовые законы этики хожу на голосования помогаю людям когда вижу что они в этом нуждаются не финансово иногда хочется сказать что правительство плохо заботиться о своих гражданах но понимаешь что это только недоработки заслуги гос думмы ,False
Uggi6b6vFGid7ngCoAEC.7-H0Z7-7G7E7-HwuOh65mS,zCmV4dX5tgs,Den Airy,а украинцев мало волнует что там майданцы хотят а народ они спросили ,True
UggFKvt8m4VqdHgCoAEC.7-H0Z7-7br48AHQn5zrK6p,MvOn0e0qSMI,zerownt, пламя жажды ну как пламя утолили жажду ,False
UgjajL858toU4XgCoAEC.7-H0Z7-008V7-HAj1DMfbR,yjMs_vAV6S8,HauptZp, денис кравец ты урод он в армию призван срочником он здесь причем ,True
UgiRa_AO8ikBzXgCoAEC,7xpI5dMsnEM,Фир ФирФир,шістьом фашистам не сподобалось відео нелайк що правда очі коле нелюди ,False
UghyVxddQN8m7ngCoAEC.7-H0Z7-UbCa7-IBxiXfGRq,x6VJDKNXEUk,vitOk,зачем же меня к украине приписывать я крымчанин ,False
Ugijs_kAX_BZIXgCoAEC,NiT0zcDA9RU,Antonio,россияне идите нахуй что за комменты не хочу иметь с вами ничего общего проросиськое быдло ,True
UgjumE58wG7Ia3gCoAEC,rngYEzRxlWU,Вася Пупкин,крутая песня ,False
Ugh9fZ7Qk7XPwngCoAEC,KLugDbnOhws,адель ирвинг,щоб кожний беркутівець став імпотентом уроди ,True
Ugi_A7T7_0vA23gCoAEC,ihixlCUv3tY,Gloria Ferro,бити януковича азірова рігоанальних продажних псів ,False
UghI1bEd-pNwhXgCoAEC,OQ5fvhWjZ-w,zberserker,отделить бендерштат и пусть пиздуют в европу восток соединится с россией ,True
UgjV0gKQ6niEingCoAEC,7xpI5dMsnEM,СЕР УПА,молодець беркут на його фоні жирні свині хотіли його опустити а опустили себе як після такого вони дивляться людям в очі ,False
Ugjz3_WPlsGWoXgCoAEC,AyVvGv4Seag,Максим Шешуков, на шпиль здания повесили беларуский флаг ,False
UggUQOzhUFOpCngCoAEC.7-H0Z7-SOly7-HNY3sbnEX,GItQLVTo4EI,Сын Востока,а в результате такой пидар как я цел а он здох ,True
Ugh7rIDsUQCZL3gCoAEC.7-H0Z7-EXeM7-KA7D6uCix,TATn7Q207y0,Skydragon100,да да главное чтобы у соседа корова сдохла а вы геройствуйте дальше за клавиатурой ,False
UghYuON66uqlHHgCoAEC,6HtbdFfaYUc,Veres Rock,мусора синежопому пахану готовы очко лизать фу у суки ,True
Ugj2hqJOSiNufHgCoAEC,T6IbEIBhb8o,Oleg Fedorovsky,а почему не сто станкача о о ,False
UgiulQV8t7nSKHgCoAEC,KUCR8xORoUo,Александр Мальцев,а куда звук делся есть со звуком ,False
UgjjnfM3Yzms-3gCoAEC.7-H0Z7-7Bgq7-I_5w3ab4F,SwZ_LW9NsUE,Zhenia Hunter,проблема в тому що ви рішили нічого неробити а будете ждати поки за вас все зроблять і скажуть ти будеш там жопу рвати і х й будеш мати я уряд я так сказав заре вже не союз срср тут своє відстоювати треба бо свого мати небудеш ,True
UggxWGBbV4A2sHgCoAEC.7-H0Z7-TE1G7-H1ymLaPxB,T6IbEIBhb8o,тимур тхагуш,кто там лидер то ,False
UghbfRUv_NWRa3gCoAEC,wgyDBTwv3jU,swasticollard,слава украине ,False
UgitnPTvEbPOvngCoAEC.7-H0Z7-2jmp7-KbxLb51Hf,zCmV4dX5tgs,Павел М,а хакамада аргументами то что крашенинникова принесла кг макулатуры и сказала что её никто не читал это конечно факт но она практически не ответила ни на один не удобный вопрос в отличие от хакамады ,False
Uggb1T1pL8dmp3gCoAEC.7-H0Z7-Pb7x7-H1uQoIkuT,yjMs_vAV6S8,Alex Goray,иди ка ты ко всем хуям анус мы тут без тебя разберёмся что нам делать ,True
UgjBiFJisQy_03gCoAEC,uhwtsjFbQK4,Maxime Glukhov,сосед пошел по гривен платили а так пофиг политиканы все равно кинут а так хоть на пивко будет ,True
UgiwTggma0wwdngCoAEC,SwZ_LW9NsUE,DAS DAS,мало блядь надо было боевыми ,True
UggzLDaHkXksj3gCoAEC.7-H0Z7-TW_J70i9maBNrJ5,IC7sx75-A0Q,DKhools, дарья соловьевагрубо троллишь соска путинская ,True
UghJsw3BUdMwQHgCoAEC.7-H0Z7-Tjx-7-WiAoQW50g,XW6hWPZglv8,Фосс Лайк, святослав ивашовкогда был жистокий разгон как показано на видео тогда никаких еще коктейлей молотова не было ,False
Ugi7iS8_WMKNz3gCoAEC,T6IbEIBhb8o,Vic4RUS,и че менты с оружием хмм никогда не видели раньше ,False
Ugi71sOpIiBr4HgCoAEC.7-H0Z7-2-Ns7-H2MoOld-5,7xpI5dMsnEM,Koshak,я вижу вы по всей видимости никогда в реальной жизни не сталкивались с теми кому сейчас кричите браво это все равно что оказаться в окружении голодных неадекватных гиен удовольствие не из приятных ,False
UggaxiB3gFORH3gCoAEC.7-H0Z7-J8lQ7-H9gWMIL1q,NiT0zcDA9RU,В. Оноприенко,вы зря считаете что русский язык в киеве импортный он отсюда есть пошел ,False
Ugg84QfKHvSASngCoAEC.8Ip4dN-ovPn8J0LYpzZqE2,GnuEojquj7E,PolitBers,всу вообще на приказы срать так то ,True
UggURJKjYaC8fHgCoAEC,xZUzfzTLD4U,Свободный Человек,допизделся янык что хотел то и получил ,True
UghWcndHyrMrbngCoAEC,T6IbEIBhb8o,Эвандер Холифилд,смерть западенским фашикам ,True
UgiWu7zNEKShjngCoAEC.7-H0Z7-EuuX8_A9LJfv7P9,H_ToRtwlvpI,HASTLE HARD Flava,наталка берендович петух по руски городишь ,True
UggwJ_YGZPH13ngCoAEC,NiT0zcDA9RU,Vitaliy Krivoruchko,и снова овец загнали в стойло я вас витаю браты окраинцы ,True
Uggx5fMz9HvmUHgCoAEC,NiT0zcDA9RU,lomaster0706,безобразие нужно немедленно вводить евростандарты смотреть стыдно не спецназ а толпа гопников другое дело в европе и перцовым газом и слезоточивым для начала потом шумовые гранаты затем рассекли толпу выхватили самых буйных штук пятьсот ручки стяжкой прихватили двое выносят четверо прикрывают на худой конец бронетехникой прошлись из водяной пушки окатили и никаких тебе рассечений ту же в неподкупный суд тут же по закону пару тысяч евро штраф ,False
UggqAqqsEX5MRngCoAEC.7-H0Z7-EpmC71Lt3yNJASy,0c0TxQ8DA9s,максим богомягков,да у нас действительно всё хреново простым людям очень тяжело попираются и пересматриваются моральные принципы пропасть между богатыми и нищими именно нищими душой и телом увеличивается как при землетрясении власть только заробатывает деньги уже даже не скрывая этого продажные иуды ,False
UghAC7XUadjpKngCoAEC.7-H0Z70cLT08PLxTop6crQ,ZRhHOMYxVCA,Андрей Немо,леша ионов пидаора в зеркале увидешь ,True
UghIroSujYzin3gCoAEC.8LWIjV7zh2T8LZ-xemD2kv,FURCpwiZQuc,all-seeing_eyes,сеня семенов роты автоматчиков бы хватило и пары снайперов все равно обвинили а тут ублюдки бы точно знали что балаклава не поможет от пули ,True
UgghTiydTTQeoXgCoAEC,3NGA7xvqC_Q,Коля Куш,украинцы не поддавайтесь на антиукраинские провокации некоторых украинских и российских политиков которые ведут к расколу нашей с вами страны украина да было время украинцы были врагами но сейчас нужно забыть негативные уроки истории восток подаст руку западу воин вов подаст руку воину упа давайте объединять украину борясь против воров у власти бесчинства ментов корупции чиновников хуже уже некуда украина предпоследняя страна по благосостоянию в европе ,False
Ugj2b64hB3MdoHgCoAEC.7-H0Z7-4q7573Epcb6Hnhz,p5bHVUb5Z_c,Алексей Батькович,так и должно быть ,False
UgjQb9QWhEnHE3gCoAEC,T6IbEIBhb8o,Ianson Freeman,различающие повязки правого сектора у силовиков стволы кот сняты с вооружения и именно такие кот разграбили со складов во львове кроссовки и туфли вместо берцев где логика ,False
Ugi1TviywwwiA3gCoAEC.7-H0Z7-Qc5Q8T3gNNFGn1C,IC7sx75-A0Q,boom21122012,долбаеб ты ,True
UgiJb46BvpUegHgCoAEC,IqFdatdem64,Григорий М.,эх недобитые танцуйте пляшите и ждите когда европа вас кормить будет а что же вы в клип не вставили кадры горящего беркута не видно нуланд и маккейна ,False
UgjNQgUQoL6ymXgCoAEC,T6IbEIBhb8o,Mikhail S.,пошли в жопу радикалы еб чие с первого дня надо было по вам боевыми стрелять и сгребать будьдозерами ,True
Ugi0FJ499LpCQXgCoAEC.7-H0Z7-4oqA7-HNPOBQH0d,DXRwSh0iJVY,Lla derat,у тебя не то что мозги даже логика не работает клиника ,False
UghqorMRl6z8GHgCoAEC.7-H0Z7-K2qh71xbRHgu0Zx,TATn7Q207y0,nika,за что фашистская опозиция за полученные деньги срочно устроила провокацию на майдане причем все три казака спрятались как зайцы кто побит какие дети где фамилии кого похоронили что за бред украинцы на майдане за гривен в день продают украину под вывеской свободы позор лже героям предателям ,False
UgjWvvhTkRhpyngCoAEC,SwZ_LW9NsUE,МАГАЗИН ВИШИВАНКА,українському народові оголосили війну ,False
UggW4ZkB5_wjEHgCoAEC.7-H0Z7-20au7-IMfsMU9RN,SwZ_LW9NsUE,Zhenia Hunter, олег вяткин я за відмову від ядерної зброї всім світом але так як відмова часткова то краще було залишити вдруг що а за те що було хороше да дійсно було ,False
UggZYVD1xOZmx3gCoAEC.7-H0Z7-9hBT70EbBVc_Ya_,GItQLVTo4EI,Вован Вованыч,и на что сейчас смотреть ты явно не понимаешь во что ввели страну эти дауна что вели революцию причем они ложили на всех кто на майдане кто в стране в целом ,True
Ugi3pGJomvdw7ngCoAEC,wObv3OVPk30,Kirill Nozdrin,не люблю реп полюбил ,False
Ugj2WoR6T59OZXgCoAEC.7-H0Z7-8HTt7-H93YyYvkG,FXCliOGt0Jc,Svetlana von Gratowski,что разве это неправда от повторения истона не тускнеет ,False
UghD3IVxlaOdKngCoAEC.7-H0Z7-0LJV7-HEsT2dNUY,yjMs_vAV6S8,Ольга Араген, алексей алексеев точно и пойдём в гейропу ,True
Ugj1IHCtEPf6AHgCoAEC,T6IbEIBhb8o,vanek0196,сами виноваты а теперь ловите свинец ,False
UggVy9GikkWkJngCoAEC,T6IbEIBhb8o,Иван Ильин,а из чего следует тип боеприпаса и цель в кадре нет демонстрации этих моментов любезно вынесенных в название ,False
UgikIoJ9SV8bsngCoAEC,T6IbEIBhb8o,Daniil Popenko,влада не пішла на застосування сили значить провокація пройшла даремно ,False
UggKOkGpflC7YngCoAEC,IC7sx75-A0Q,Дима Климович,долбоеб ,True
Ugj9tNClEGwGdHgCoAEC,AV127gSoJxM,Andrey Koptelov,хорошая песня жалко украину можем и не выстоять в целостности раскол будет ,False
UgiVe2atPPrrFngCoAEC,AdU2o8BcZ4Q,Friedricksen1,хорошо бы этот ролик продублировать с английским текстом и запустить в твиттер пусть все видят технологии евродемократов так же в их странах ,False
UgiQeuIMm1TyWngCoAEC,T6IbEIBhb8o,YESDIDAS,как украина и в каких суровых условиях жила сотни лет очень хорошо говорится в повести гоголя тарас бульба и в романе иванычука мальвы с европы к которой хотят многие интегрироваться шла речь посполита за которой стояла германия и австрия с юго запада османская империя за которой стояла англия и в таких условиях казаки держались очень длительное время к слову им помогали казаки с дона и кубани малочисленное казачество и наоборот только когда произошло воссоединение украины с россией вмешались регулярные царские войска суворов потемкин ушаков выбили турков и усмирили поляков к тому же о чем теперь не говорят можно лишь незначительно обнаружить у гоголя в тарас бульба так это духовный финансовый судный гнет коренного населения украйны со стороны жидов недаром им жидам запрещено было находиться на территории россии а после воссоединения украйны с россией им было ограничено перемещение и только с отменой крепостного права в году и появились послабления для жидов и те хлынули осваивать территории открывали кабаки брали в качестве закладных у вольных но теперь спаиваемых крестьян землю но это другая история напоминаю к тому что коренным украинцам особенно досталось от жидовни и это способствовало зарождению особого на генетическом уровне чувства опасности края и сейчас словно не было освободительных войн после культурных научных социальных побед за последние четверть века украйне досталось от жидов сполна после уничтожения ссср млн украйна с мощным промышленным сегментом с высочайшем уровнем культуры и лучшего среднего и высшего образования самое доступное и эффективное в ссср мощной армией флотом ядерным оружием представляла разностороннюю опасность для промышленных и экономических гигантов европы как англия германия франция еще один игрок не допустим тем более всегда существует что придут к власти националисты хорошо знающие прошлое и чего еще захотят европе мстить вот и запустили украйну под нож женщин в бордели всего мира мужчин в криминал торгашество мздоимство словом маргинализация населения и европейская интеграция это завершающий аккорд украйна должна быть целой и независимой в первую очередь от жидов политиков и жидов алигархов в россии не на шутку перепугались ведь сперва относительно молчаливо но поддерживали майдан все от правозащитников так называемых деятелей культуры до аналитиков журналистов и политологов но как только на майдане инициативу стали перехватывать националисты и поколотили парочку жидов сразу вышеперечисленная россиянская общественность взбудоражилась только и слышно нам не нужно антисемитское государство под боком они хорошо знают что сделали очень много зла и как только националисты придут к власти в украйне так сразу русские националисты на территории украйны начнут формировать дивизии для похода на москву вот и существует угроза раскола украины этого нужно любыми путями избежать избежать раскола украйна должна быть свободной ,False
UgjUT6ffAy8FtXgCoAEC,TATn7Q207y0,lexa l,не выпускайте янукевича из страны может свалить в беларусь на вертолете ,False
UgjoYcVRavkGEHgCoAEC,zCmV4dX5tgs,Ilya Naliahovich,а еще она вообще не понимает что несет ,False
UghFbyr-uJCKT3gCoAEC.7-H0Z7-8L-Q7-H3YBv4L0j,F_y2fwWwyrU,Илья,підтримую на ,False
UgjTSWtVnQLCr3gCoAEC,U3iQHBgl1_8,fknhana,просто супер ,False
UggI2gmTBNfCB3gCoAEC.7-H0Z7-SIcw7-IWFN51eXJ,4J7XczzwekA,Хэппи Дринк, любомир ратушний а какой я я обычный гражданин своей страны и вижу кто по вылазил из нор и под какими флагами стоят и что они несут в массы и я бы не хотел чтобы фашизм возвращался к нам не за это воевал мой дед прадед я конечно понимаю в западной части украины свой менталитет но то что они проповедуют недопустимо с теми кто рвется к власти с ними точно будущего нет у страны ,False
Ughiyxnj1xtzHHgCoAEC.7-H0Z7-9dYs7-H3w3IEAeb,zCmV4dX5tgs,Александр Киселев,да потому идиот что ваши проблемы со временем станут нашими и нам опять придется разгребать то дерьмо во что вы превратитесь европа и сша спят и грезят как же помочь бедному вукру ага щаз ,True
UggkOgJ5YKYg2XgCoAEC,T6IbEIBhb8o,Алексей М,ну да ну да заглавная картинка особенно зачетная снаяперов так и учат как наиболее фотогенично под камерой целиться постановщики как были в своем мире так там и живут желаю им хорошего принуждения к реальности ,False
UggmDPafE_w43ngCoAEC.7-H0Z7-Nnmv7-qVI4BeP8C,AyVvGv4Seag,Otm Tm,почему продажная он какбэ всегда придерживался анархизма и это не делает его русофобом против власти в целом но не против народов ,False
Uggy8HCtBvJ-2ngCoAEC,AdU2o8BcZ4Q,Олег Рудницький,путіна дочка чомусь тоже живе в німеччині ,False
Uggaqx7k_2BNGXgCoAEC,5eTgme4dcFg,Арсений Картюшов,эх хохлы кому вы продались зачем родину сдали севастополь и крым давайте к нам в россию обратно ,False
Uggy8LjyaV9yC3gCoAEC,T6IbEIBhb8o,Кобра Плискин,страйкбол в чистом виде ,False
UgjcNR7cMt3cbngCoAEC.7-H0Z7-2-Q671KiYa4dFY-,H_ToRtwlvpI,Александр Шевченко,зато помогают ,False
UghmUZi6Y3fSangCoAEC,T6IbEIBhb8o,Самат Имамов,давно пора сами уже столько людей переубивали а щас очко жмет вы безнаказанными не останетесь сколько вы убили людей своими коктейлями молотова пришло время огребать и то видно что не стреляют когда не надо ,False
UgjVbDgoXjnQt3gCoAEC.7-H0Z7-LjuI743p-rAyudx,zCmV4dX5tgs,Gulya3541,вот и ворвались в страну которая им давала лучших ученых специалистов разного ранга актеров режиссеров певцов поэтов писателей музыкантов композиторов дикое татаро монгольское иго ,False
UghAz_bVp5JO43gCoAEC,3R6Ggjnc0gk,Alex Robbensumy,что за бред а если бы там не барикада а просто люди шли ,False
UgjyGIUDTNlGX3gCoAEC,x2wWK-zITOs,Марина Давыдова,ну лишень за те що люди старалися вибачайте але мене не надихає і не відображує майданівської міці та незламності хто з тих хто залишив захоплені відгуки сам був на майдані ,False
Ugh4KP1L-_1kv3gCoAEC,zCmV4dX5tgs,Nick Chan,пройдет два года и слова кришенинниковой уже не будут казаться параноидальными все произойдет именно так как она и прогнозировала сша проглотят украину и там начнется война донбасс отпадет крым вообще уплывет в россию ,False
UggjsKRCUQJLdHgCoAEC.7-H0Z7-TMzU7-I5CU0iEPo,xZUzfzTLD4U,Александр Лукас, иван сидоров ты видел толпы которых привозили поездами в крым усмирять митинги крымчан я видел а как же ато против донецка и луганска точно такое же ато и против крыма или скажешь бы не было ато против крыма почему если против днр и лнр есть ато почему его против крыма бы не начали это все усмирение городов и территорий которые не приемлют гос переворот и не законное свержение власти к тому же в крыму харькове одессе люди помнят и чтят героев войны и ветеранов это часть социума и общества которое там живет а за года на украине сделали рукоподатными националистов бендеровцев свободовцев они участники шоу савик шустер свобода слова их командиры проходят в парламент и получают там места ваш президент в одессе сам на камеру признает что бандера его герой у власти сидят самые настоящие преступники которые не нацелены на построение сильного государства и национальную политику не ту национальную о которой кричат обезьяны на крещатике а именно в защиту народа суверенности и защиты именно от внешнего влияния у вас же вся верхушка по телефону назначается виктории нуланд которая говорит кому какое место занять есть запись документ а президенту раздают аплодисменты в конгрессе как тому кто сдал свою страну под внешнее управление и не беда что с ней станет вторая ливия или афганистан главное можно санкции против россии вводить и обвинять путина и придумывать сказки про введение армии ,False
Ughif8x48cC46XgCoAEC,eP4ggwPaRts,Alexandr201010,слава беркуту ,False
UgiJLEYORW5hgXgCoAEC,zCmV4dX5tgs,Роман костян,хакамада лыка не вяжет взмах бабочки демократический или демократический ,False
UghQia4vqwKiT3gCoAEC,6HtbdFfaYUc,Sophia Bushko,хай чекають нападу від людей ми українці так просто не здаємся і будемо триматися до кінця клятий янукович ,False
UgicFXjJ1dMJIngCoAEC,4J7XczzwekA,Podrska Grupe,сволочи брехливые и где ваш кровавый актевист ,True
UgjvGTFxoXdcC3gCoAEC,T6IbEIBhb8o,Азат Ахмадиев,раньше я к украинцам относился лучше чем к каким либо другим нац из бывших советских государств считал вас братьями а щас я вас даже за людей не считаю стрелять вас чертей ,True
UggM822y8exseHgCoAEC,NiT0zcDA9RU,Evgen Dos,все такие умные аж тошно украина встанет это выродки в камуфляже твари и чмошники го класса в школе только такие будут с палками бить мирных людей для самоутверждения не путайте с политикой войска и все такое это бред ,True
UggrsEfNnbcjeXgCoAEC,NiT0zcDA9RU,Юрий Таш,у украины и россии один враг путин ,False
Ugip4mKiHgEaRngCoAEC.85ejqyT5hll8BA3RBKi3Qt,E950t1WGiE0,Александр Алмазов, алексей никитин в том то и дело что миллион не выйдет ибо всех все устраивает а если что то не так тебя живо в предатели запишут ,False
Ugh_z954roGpXXgCoAEC,F_y2fwWwyrU,MAX P, канал как шлюха почему не показуют что везли в этих машинах ,True
Ugi9FtWBvpuJyHgCoAEC.7-H0Z7-3CXY7-P0lZFDerC,LvzCpAFi1BU,djmckolinz,ухахаха вот так веселишь продолжай дальше ,False
Ugim2EImW3ng23gCoAEC,T6IbEIBhb8o,Tanya Stratonova,цирк не получился где вы видели одетых как попало подразделение беркут ,False
Ugi5gNGB91vD4XgCoAEC,rugiGF9TUjU,bosya69,кролик здесь такой смелый но сто в гору дам что в первых рядах его никто не увидит эта сука подбивает людей идти на смерть а сам потом будет кричать что это власть виновата я тоже не всем доволен что делает януковичь и так же как и многие ненавижу мусоров но то что творится сейчас в киеве это тоже не выход ,True
UgihQpdH5Wzl_HgCoAEC,Ftny4OUEc6I,Саша Балохин,слава україні ,False
UgiohGzdmwBEMHgCoAEC,TATn7Q207y0,Raz Reav,один человек написал чиновники давно живут в европе и недвижимость у них там и банковские счета и дети там учатся а рабам своим рассказывают что европа это плохо и пока рабы в это верят можно дальше деньги из бюджета воровать ,False
UgioT89_SpF5zXgCoAEC,T6IbEIBhb8o,Саня Тимоха,начали беркут прикрывать от девочки с красным крестом на спине ,False
UgiMexOAWEv3engCoAEC,zCmV4dX5tgs,0Gorun0,те кто стоят на майдане или те кто стоял на площадях других государств в большей своей массе народом той или иной страны не являться это надо быть безграмотным слепцом или человеком который и с той же грядки которые берут деньги на свое существование от запада и хакамада полноценный представитель этой группы хотел бы обратиться к владимиру соловьеву имеете ли вы какое нибудь влияние на выбор тех людей которых вы приглашаете в свои передачи мало того что половина этих людей непонятные писатели эксперты политологи причем признанные своими же кругами и вчера созданными организациями а хакамада просто безграмотный человек который просто поверхностно видимо изучала историю своей страны если она таковой для ние остается ведь как только россия прогибалась перед мировыми институтами становилась слабой сразу же силы из вне англия затем сша поедали превращая ее в колонию ,False
UgjOqYQU74928XgCoAEC.7-H0Z7-QZt370K7pj6Xg6u,7xpI5dMsnEM,АЛЕКС СМИТ,черт ебаный пошел на ху ,True
Ugh2nkXuGy5gqXgCoAEC.7-H0Z7-JkPo7-HmFHy56Rj,7998PF1GAZM,Andriy Malenko,ти ідіот ,True
UghxdRu1kTUQjngCoAEC.7-H0Z7-R0ld7079ZxUogLn,6NeJfnvbFHE,Олежка Русский, геннадий мигур да там вся галичина сосет у поляков им похуй у кого сосать главное на зло россии ,True
UggGOS335pCM53gCoAEC.7-H0Z7-Mx9970F3HrIrhIX,BU3i_j000iA,semen semenov,пидарас не гони про русских ,True
UginCgF0HOUnNHgCoAEC,7xpI5dMsnEM,Ale Sti,что тут сказать это нелюди ,False
UgjEQCc_ZFZDG3gCoAEC,P3g3Aj01CQA,Константин Добрый,начало распада украины ,False
UgjgxllyRIbk_3gCoAEC,XW6hWPZglv8,Vitaliy Mesniy,и тут на утро востал весь киев ,False
UgjMezt1sBZf3XgCoAEC,T6IbEIBhb8o,SmoooDooo,вот это факелок спонсируется немцевым он еще с событи на болотной в россии а для тех кто невразумляет ответ в желтых повязках этих парней по другому зовут не будте зомби ,False
Ugg_W3f23TB4JXgCoAEC,GnuEojquj7E,Den Braingrabber,в любой нормальной стране эту толпу отморозков за сутки бы разогнали брандсбойтами газом дубьем и резиновыми пулями а при необходимости огнестрелом янык импотент ,True
UghQfzExeFbG83gCoAEC.7-H0Z7-3aUZ7-HEeQIBH1Q,F_y2fwWwyrU,Charnohora,это ты такой ,False
UgjR1CHlcX6c3HgCoAEC.7-H0Z7-ST_R7-HMy8Q7dYr,K0icRY1Ae5A,Иван Гудыма,это вы суки войну в нашу страну позвали и теперь нормальные молодые ребята гибнут за таких пидарасов как ты выродок ,True
UgjrDhAvuV1KOHgCoAEC,xZUzfzTLD4U,Волшебная кисточка,моему другу он из харькова платили гривен в день за то что он там стоял трехразовое питание одежда секонд хенд и ночлег ,False
UghCt7waN7QHj3gCoAEC.7-H0Z7-OBkq7-JkMch5r9G,F_y2fwWwyrU,Рина Рина, кирилл голиков отстаньте сэр ,False
UgjRA_7sIeM573gCoAEC.89QICuZagoB8BAGFhr8siK,E950t1WGiE0,NikolNikol100, алексей никитин началось все гораздо раньше жизнь ухудшалась каждый год просто при яныке люди ощутили совсем уж какую то безнадегу беспредел коррупцию и воровство казалось это можно изменить но из требований майдана разве что осуществился лишь один уход яныка ,False
UghlTo7WcIzfYngCoAEC.89lGea62Sb88BFU1FcTsRR,E950t1WGiE0,алексей никитин,война прекратится только после свержения путина с донбасса будут отозваны все российские военнослужащие ,False
Ugi1ryZ7npvM5XgCoAEC.7-H0Z7-S1OG7-s2lwMHZa6,o4M1gwYvlaI,Иван Шапко, ,False
UgichOgxwdQjJ3gCoAEC,7xpI5dMsnEM,Андрей Козлов,гестапо только с зоей космодемьянской так поступило ,False
Ugj7-BD3Ec_e3HgCoAEC,T6IbEIBhb8o,1yuborg,за дураков держат ,False
UghxjPJCcPsTmHgCoAEC.7-H0Z7-DC8i703EGse9wE3,E950t1WGiE0,Антошка Копать, прости я житель тогда не московии а минчании ну раз так буду звать тебя жителем галиции для начала по порядку при чем тут независимость и предательство вон у нас с рф равная страна во всем равная мы не гадим на память героев брестской крепости не отрекаемся от своей истории не называем братьев оккупантами вместе строим сильную достойную державу заметь сами строим сохраняя и приумножая а не мечтаем чтобы у соседа стало хуже чем у нас прошу напомнить кто были братья покруче сталин ладно грузин после сталина был хрущев парень в вышиванке елси не путаю затем парень брежнев тот любитель поцелуев был но тоже с края вышиванок и заканчивал парень со ставраполья происхождением края вышиванок погоди погоди получается самые покруче были ребята любители сала не считаю оскорблением сам обожаю сало если с перчиком и чесночком хорошо просолено а сколько в ссср было правителей великороссов которые типа покруче погоди погоди не одного при этом мы не отрицаем истории что рсфср давал всем странам братьям свои ресурсы и только себе не чего не брал зп была ниже чем в белоруссии ниже чем украине и бесконечно ниже чем в прибалтике русские и белорусы плечом к плечу выиграли войну понеся самые страшные потери а вот героев упа у нас и сейчас помнят как жгли наши села не им вы почести воздаете братья кстати напомню про одного поэта ты его должен знать возможно даже уважать фамилия шевченко имя тарас отчество григорьевич слышал про такого что он писал про украинцев прости там будет несколько не красивых слов но писал шевченко я только цитирую стих хохол останется хохлом хоть ты пусти его в европу где надо действовать умом он напрягает только жопу и потому то на руси завещано аж мономахом “связаться боже упаси с тремя жидом хохлом и ляхом ” коварен жид хотя и слеп кичливый лях похуже бляди хохол же съест с тобою хлеб и тут же в суп тебе нагадит хохлы т г шевченко год ,True
UghHLYZQCq7OOHgCoAEC.7-H0Z7-PcEz7-HdgJ2_Ayi,3KyjqEmLJ7E,Asad Nazari,в украине и так почти нет товаров нет производства и сельского хозяйства заводы пашут только на их владельцев олигархов и на их карман овощи летом на прилавках помидоры огурцы через один из турции и испании не пугайте ёжика голой жопой ,True
